date,gz_vibration_g.mean_value
11/27/2025 4:50:02.716000000 PM,-0.1083984375
11/27/2025 4:50:02.757000000 PM,-0.1162109375
11/27/2025 4:50:02.796000000 PM,-0.1123046875
11/27/2025 4:50:02.840000000 PM,-0.1103515625
11/27/2025 4:50:02.892000000 PM,-0.1103515625
11/27/2025 4:50:02.949000000 PM,-0.1142578125
11/27/2025 4:50:02.992000000 PM,-0.1103515625
11/27/2025 4:50:03.033000000 PM,-0.1123046875
11/27/2025 4:50:03.074000000 PM,-0.1103515625
11/27/2025 4:50:03.115000000 PM,-0.1083984375
11/27/2025 4:50:03.154000000 PM,-0.1142578125
11/27/2025 4:50:03.195000000 PM,-0.11328125
11/27/2025 4:50:03.237000000 PM,-0.107421875
11/27/2025 4:50:03.275000000 PM,-0.109375
11/27/2025 4:50:03.316000000 PM,-0.111328125
11/27/2025 4:50:03.355000000 PM,-0.1142578125
11/27/2025 4:50:03.396000000 PM,-0.1123046875
11/27/2025 4:50:03.438000000 PM,-0.1123046875
11/27/2025 4:50:03.476000000 PM,-0.11328125
11/27/2025 4:50:03.519000000 PM,-0.111328125
11/27/2025 4:50:03.561000000 PM,-0.1123046875
11/27/2025 4:50:03.602000000 PM,-0.1103515625
11/27/2025 4:50:03.644000000 PM,-0.1025390625
11/27/2025 4:50:03.684000000 PM,-0.107421875
11/27/2025 4:50:03.727000000 PM,-0.1142578125
11/27/2025 4:50:03.768000000 PM,-0.1123046875
11/27/2025 4:50:03.808000000 PM,-0.1171875
11/27/2025 4:50:03.850000000 PM,-0.1162109375
11/27/2025 4:50:03.889000000 PM,-0.107421875
11/27/2025 4:50:03.930000000 PM,-0.111328125
11/27/2025 4:50:03.972000000 PM,-0.1123046875
11/27/2025 4:50:04.011000000 PM,-0.109375
11/27/2025 4:50:04.059000000 PM,-0.109375
11/27/2025 4:50:04.101000000 PM,-0.107421875
11/27/2025 4:50:04.140000000 PM,-0.109375
11/27/2025 4:50:04.182000000 PM,-0.1162109375
11/27/2025 4:50:04.221000000 PM,-0.1123046875
11/27/2025 4:50:04.263000000 PM,-0.1103515625
11/27/2025 4:50:04.307000000 PM,-0.10546875
11/27/2025 4:50:04.346000000 PM,-0.1064453125
11/27/2025 4:50:04.392000000 PM,-0.1142578125
11/27/2025 4:50:04.435000000 PM,-0.1142578125
11/27/2025 4:50:04.474000000 PM,-0.11328125
11/27/2025 4:50:04.516000000 PM,-0.107421875
11/27/2025 4:50:04.555000000 PM,-0.11328125
11/27/2025 4:50:04.596000000 PM,-0.11328125
11/27/2025 4:50:04.638000000 PM,-0.1103515625
11/27/2025 4:50:04.677000000 PM,-0.111328125
11/27/2025 4:50:04.723000000 PM,-0.109375
11/27/2025 4:50:04.766000000 PM,-0.1142578125
11/27/2025 4:50:04.804000000 PM,-0.1103515625
11/27/2025 4:50:04.847000000 PM,-0.1103515625
11/27/2025 4:50:04.886000000 PM,-0.1083984375
11/27/2025 4:50:04.927000000 PM,-0.107421875
11/27/2025 4:50:04.971000000 PM,-0.09765625
11/27/2025 4:50:05.009000000 PM,-0.109375
11/27/2025 4:50:05.051000000 PM,-0.1123046875
11/27/2025 4:50:05.092000000 PM,-0.1064453125
11/27/2025 4:50:05.133000000 PM,-0.1025390625
11/27/2025 4:50:05.177000000 PM,-0.1064453125
11/27/2025 4:50:05.216000000 PM,-0.1103515625
11/27/2025 4:50:05.257000000 PM,-0.111328125
11/27/2025 4:50:05.300000000 PM,-0.103515625
11/27/2025 4:50:05.339000000 PM,-0.111328125
11/27/2025 4:50:05.383000000 PM,-0.1103515625
11/27/2025 4:50:05.423000000 PM,-0.1083984375
11/27/2025 4:50:05.464000000 PM,-0.1162109375
11/27/2025 4:50:05.505000000 PM,-0.1103515625
11/27/2025 4:50:05.545000000 PM,-0.1123046875
11/27/2025 4:50:05.586000000 PM,-0.1171875
11/27/2025 4:50:05.627000000 PM,-0.109375
11/27/2025 4:50:05.669000000 PM,-0.1123046875
11/27/2025 4:50:05.711000000 PM,-0.1142578125
11/27/2025 4:50:05.753000000 PM,-0.107421875
11/27/2025 4:50:05.794000000 PM,-0.1103515625
11/27/2025 4:50:05.836000000 PM,-0.1142578125
11/27/2025 4:50:05.875000000 PM,-0.1103515625
11/27/2025 4:50:05.916000000 PM,-0.115234375
11/27/2025 4:50:05.955000000 PM,-0.111328125
11/27/2025 4:50:05.997000000 PM,-0.10546875
11/27/2025 4:50:06.039000000 PM,-0.11328125
11/27/2025 4:50:06.078000000 PM,-0.1123046875
11/27/2025 4:50:06.119000000 PM,-0.1103515625
11/27/2025 4:50:06.166000000 PM,-0.109375
11/27/2025 4:50:06.205000000 PM,-0.11328125
11/27/2025 4:50:06.246000000 PM,-0.111328125
11/27/2025 4:50:06.284000000 PM,-0.1103515625
11/27/2025 4:50:06.327000000 PM,-0.109375
11/27/2025 4:50:06.368000000 PM,-0.107421875
11/27/2025 4:50:06.407000000 PM,-0.1103515625
11/27/2025 4:50:06.449000000 PM,-0.1123046875
11/27/2025 4:50:06.487000000 PM,-0.1064453125
11/27/2025 4:50:06.529000000 PM,-0.1103515625
11/27/2025 4:50:06.570000000 PM,-0.1103515625
